HCF,OBSERVACAO
8679,árvore heliófita. Flores amarelas. Borda de afloramento basáltico.
8680,arbusto heliófito. Flores roxas com filetes amarelos. Sobre rochas areníticas.
8681,subarbusto heliófito. Flores de cálice verde e corola amarela.
8682,"erva ciófila, rupestre. Soros castanhos. Na parede, no interior da furna."
8683,"erva ciófila, rupícola, ca. 0,05 m. Na parede rochosa do interior da furna."
8684,"arbusto heliófito ca. 1 m. Frutos carnosos maduros, de cor preta."
8685,"trepadeira com gavinhas, heliófita, a cerca de 2 m do solo. Flores verdes com filetes alvos."
8686,"erva heliófita, ca. 0,50 m. Flores amarelas. Em solo rochoso."
8687,arbusto heliófito. Flores roxas.
8688,"erva ereta, heliófita. Solo rochoso. Flores rosas."
8689,"erva epífita, ereta, heliófita, ferrugíneo-tomentosa. Soros castanhos."
8690,"erva heliófita, ereta, entouceirada. Flores de cálice verde e corola amarela."
8691,"subarbusto ereto, heliófito, entouceirado. Flores roxas."
8692,"arbusto semi-ciófilo, ca. 1 m. Flores de cálice verde e corola vermelha. Orla de capão."
8693,"arvoreta semi-ciófila, ca. 2 m. Frutos carnosos, imaturos verdes e maduros marrons."
8694,"arbusto ca. 3 m, heliófito. Flores alvas."
8695,"arbusto heliófito, ca. 1,5 m. Flores de cálice verde e corola róseo-alva."
8696,"subarbusto heliófito, ereto, ca. 0,30 m. Flores roxas."
8697,"arvoreta heliófita, ca. 3m. Frutos imaturos verdes."
8698,"arbusto heliófito, piloso. Flores de cálice verde e corola roxa."
8699,"hemiepífita, rupícola. Botões florais verdes. Flores com cálice verde. Filetes e estames alvos."
8700,"arbusto heliófito, ca. 3 m. Flores amarelas."
8701,"erva rupícola, heliófita, ereta, entouceirada. Flores rosas."
8702,"epífita ciófila, a cerca de 2 m do solo. Soros castanhos claros."
8703,"arvoreta heliófita, ca. 3,5 m, de casca estriada. flores diminutas, alvas."
8704,"erva heliófita, palustre. Botões florais verde-claros."
8705,"erva heliófita, ereta, pilosa. Cálice avermelhado e corola roxa."
9521,"árvore heliófita, cultivada. Frutos imaturos verdes."
9522,"erva epífita, semi-ciófila. Flores amarelas com brácteas de base vermelha e ápice amarelo."
9523,"arvoreta, ciófila. Frutos imaturos acastanhados."
8706,"erva heliófita, ereta, ripária, ca. 0,60 m. Flores esverdeadas."
8707,"erva ereta, heliófita, ripária. Flores de cálice verde e corola rosa."
8708,"trepadeira volúvel, semi-ciófila, ripária. Flores verdes."
8709,"arbusto ripário, semi-ciófilo, ca. 2 m de altura. Frutos imaturos verdes. Flores alvas, diminutas."
8710,"arbusto ripário, semi-ciófilo, ca. 2 m. Flores espiciformes."
8711,"erva ciófila, ripária. Frutos maduros roxos. Beira de cachoeira."
8712,"erva epífita, acaule, semi-ciófila. A cerca de 0,30 m do solo. Flores de cálice e corola verdes, sendo esta última com margens apicais azuis. Brácteas rosas."
8713,"trepadeira volúvel, semi-ciófila. Frutos imaturos verdes. Látex alvo."
8714,"arbusto ripário, semi-ciófilo. Frutos espiciformes verdes, grandes."
8715,"cespitosa, 50 cm. Campo limpo seco."
8716,"herbácea, 50 cm, flor lilás. Campo limpo seco."
8717,"herbácea, 30 cm, flores alvas, solo arenoso, a beira de lago."
8718,"arbusto, 1 m, capítulos lilás, solo úmido."
8719,"herbácea cespitosa, 30 cm, formando touceiras."
8720,"herbácea, 10 cm, formando touceiras."
8721,"arbusto, 1,5 m, flores alvas. Restinga arbórea."
8722,"ereta, flor rosada. Interior da Floresta Atlântica."
8723,"ereta, flor creme esverdeada. Campo de altitude, solo turfoso e úmido."
8724,"ereta, 30 cm, flor creme esverdeada. Beira do rio encachoeirado."
8725,"árvore, flor amarela. Cerrado."
8726,"árvore com 4 m, flores roxas, estames amarelos."
8727,volúvel. Orla da mata de galeria.
8728,"arbusto, 2 m, espiga creme. Floresta atlântica da Serra do Mar."
8729,"trepadeira lenhosa, orla da mata pluvial."
8730,"volúvel, flor alva. Floresta Atlântica."
8731,"arvoreta, 4 m, fruto imaturo. Encosta do morro; mata degradada."
8732,"ereta, flor lilás. Campo limpo."
8733,"planta perene, rizomatosa e estolonífera. Proteção de solo sujeito a erosão."
8734,"arbusto, 1 m, flor avermelhada. Campo limpo."
8735,"árvore, 4 m, flor amarela. Beira do rio encachoeirado."
8736,terrícola. Beira do rio encachoeirado.
8737,"volúvel, flor alva. Ruderal."
8738,"arbusto, 2 m, flor creme. Matinha nebular."
8739,"arbusto, 2 m, capítulo lilás. Cerrado."
8740,"prostrada, frutos roxos. Em barrancos da beira da estrada."
8741,"ascendente, flor creme-esverdeada. Afloramento de arenito."
8742,"arbusto, 2 m, flor creme. Cerrado."
8743,Beira de rio encachoeirado; solo úmido.
8744,"arbusto, 2 m, flor creme. Cerrado."
8745,"arbusto, 2 m, flor amarela. Campo."
8746,"árvore, 4 m, flor alva. Floresta atlântica."
8747,"arbusto, 2 m, frutos pretos. Mata de Ilex e Araucaria."
8748,"arbusto, 1 m, flor violeta. Campo cerrado."
8749,"arvoreta, 4 m, flor lilás. Floresta Ombrófila Densa."
8750,"hemiparasita, flor creme. Capão."
8751,"arbusto, 1,50 m, capítulo amarelo. Orla da floresta Ombrófila Densa; área degradada."
8752,"herbácea, volúvel, capítulo creme. Orla degradada da Floresta Ombrófila Mista."
8753,"árvore, 20 m, estróbilos masculinos imaturos."
8754,"arbusto, 1 m, capítulo creme. Campo limpo."
8755,"arbusto, 1,70 m, flor amarela. Borda da mata com araucária."
8756,Flor lilás. Beira da estrada.
8757,"arbusto, 2 m, flor alvascenta. Cerrado."
8758,"árvore, 6 m, fruto esverdeado. Carrascal."
8759,"arbusto, 1 m, fruto esverdeado. Transição da Floresta Atlântica para a matinha nebular."
8760,"subarbusto, 1 m, capítulo lilás. Campo cerrado."
8761,"arbusto, 3 m, flor creme. Campo graminoso; encosta atlântica da Serra do Mar."
8762,"herbácea, 3 m, espiga creme. Floresta Estacional Semidecídua."
8763,"erva, 50 cm, espiga creme-esverdeada. Orla da trilha. Floresta Estacional Semidecídua."
8764,"xilopodífera, flor lilás, brácteas rosadas. Campo limpo."
8765,"epífita, flor verde, brácteas avermelhadas. Encosta do morro; floresta atlântica da Serra do Mar."
8766,"volúvel, flor amarela. Carrascal."
8767,"ascendente, 40 cm, flor lilás. Campo limpo."
8768,"arbusto, 1 m, capítulo amarelo. Solo calcário."
8769,"árvore, 5 m, flor creme. Margem do rio encachoeirado."
8770,"arbusto muito ramoso, 1,20 m, flor lilás-rosada, anteras amarelas. Tabuleiro arenoso."
8771,"ereta, flor alva com nervuras vinosas. Terreno úmido das depressões brejosas."
8772,"em campo, freqüente."
8773,"volúvel, urticante, flor esva. Paredão rochoso."
8774,"arbusto, 1 m, capítulo creme. Depressão turfosa e úmida."
8775,"Árvore, 8 m, flor alva. Floresta Estacional Semidecídua."
8776,"ereta, sublenhosa, 1,50 m, capítulo lilás. Margem da estrada, próximo ao rio."
8777,"volúvel, capítulo alvacento. Interior da mata atlântica."
8778,"árvore, 4 m, flor creme. Cerrado."
8779,"arbusto, 1 m, fruto imaturo. Campo limpo."
8780,"árvore, 5 m, flor alva, odorífera. Floresta secundária."
8781,"arbusto, 2 m, capítulo lilás. Cerrado."
8782,"arbusto, 1,50 m. Capítulo alvacento."
8783,"árvore, 6 m, fruto vermelho. Floresta atlântica."
8784,"ereta, flor rosada. Caatinga degradada."
8785,"subarbusto, 50 cm, flor alva. Campo rupestre, solo arenoso. Alt: 800-1000 m"
8786,"arvoreta, 4,50 m, flor alvacenta. Floresta da planície litorânea."
8787,"ereta, 40 cm, pétalas purpúreas, estrias amarelas. Orla da mata de galeria."
8788,"arbusto, 1,60 m, capítulos rosados."
8789,"reptante, radicante, capítulo amarelo. Dunas."
8790,"árvore, 6 m; cerradão."
8791,"arbusto, 1 m, flor alva. Paredão rochoso."
8792,"arbusto, 2 m, cálice rosado, pétalas alvas, estames creme. Margem da estrada. Floresta Ombrófila Densa."
8793,"subarbusto, 80 cm, ramoso, flor alva. Estames amarelos. Campo rupestre; solo turfoso e úmido."
8794,"prostrada, flor lilás. Campo cerrado."
8795,"arbusto, 1 m. Orla da matinha de galeria."
8796,"árvore, 6 m, flor alva. Cerrado."
8797,"árvore, 5 m, fruto negro. Floresta Estacional Semidecídua."
8798,"árvore, 5 m, fruto imaturo. Floresta estacional semidecídua."
8799,"flor amarela. Campo limpo, seco."
8800,"volúvel, látex e flores alvos. Cerrado; pequeno capão de mata."
8801,"flor amarela, em barrancos na beira da estrada."
8802,"trepadeira lenhosa, flor amarela. Floresta atlântica."
8803,"xilopodífera, flor rosada. Campo rupestre, arenoso, levemente úmido."
8804,"arbusto, 1m, anteras lilases. Campo com formação de arenito."
8805,"subarbusto ramoso, 70 cm, flor lilás. Solo rochoso."
8806,"ereta, 70 cm, flor vermelha. Margem do rio; solo úmido. Cerrado."
8807,"arbusto, 3 m, flores amarelas, fruto avermelhado. Mata pluvial. Alt: 30-50 m."
8808,"erva ereta, flor alva. Beira do rio."
8809,"arvoreta, 4 m, flor creme."
8810,"árvore, 5 m, inflorescência alva."
8811,"arvoreta, 4 m, fruto verde."
8812,Planta decumbente; inflorescência alva.
8813,"árvore, 10 m, flor alva e perfumada."
8814,"árvore, 4 m, flor alva. Matinha nebular."
8815,"ereta, capítulo lilás. Campo limpo, seco."
8816,"arbusto, 1m, flor alva. Matinha nebular."
8817,"volúvel, flor alvacenta. Orla da mata."
8818,"arbusto, 1m, capítulolilás. Cerrado."
8819,"terrestre, flor creme; freqüente."
8820,"reptante, radicante, lenhosa, flor amarela. Campo de altitude."
8821,"ereta, 2 m, flor alaranjada. Floresta atlântica."
8822,"árvore, 7 m, 8 cm DAP, flores alvas."
8823,"árvore, 8 m, 20 cm DAP, corolas brancas. Do bosque."
8824,"arbusto, 2 m, flor alva, anteras amarelas. Mata degradada."
8825,"árvore, 4 m, flor verde. Mata secundária."
8826,"arvoreta, 4 m, flor amarela. Floresta Atlântica, beira do rio encachoeirado."
8827,"árvore com 2,5 metros. Coletada em floresta circundada por campo úmido. Flores brancas."
8828,"arvoreta, 3 m, fruto imaturo. Mata ombrófila densa."
8829,"ereta, 1m, flor alva, anteras amarelas. Campo rupestre."
8830,"ascendente, 15 cm, flor alva. Campo cerrado, solo arenoso."
8831,"árvore, 8 m, flores alvas; mata com Ilex e Araucaria."
8832,"árvore, 5 m, flor alva. Floresta atlântica."
8833,"trepadeira lenhosa, flor creme-esverdeada. Floresta."
8834,"arbusto, 2 m, flor creme. Alto do morro."
8835,"arvoreta, 5 m, pétalas alvas, estames e anteras amarelos. Matinha junto a córrego rochoso. ISOTYPUS."
8836,"arbusto, 1 m, flor rosada; entre afloramentos rochosos. PARATYPUS."
8837,"arbusto ramoso, 2 m, flor alva, látex alvo, abundante. Paredão rochoso. PARATYPUS."
8838,"árvore, 5 m, fruto imaturo. Mata do faxinal."
8839,"árvore, 6 m, fruto amarelo. Floresta atlântica."
8840,"subarbusto, 70 cm, flor creme. Campo; borda da Cuesta Devoniana."
8841,"árvore, 3 m, fruto imaturo verde. Alto do morro."
8842,"arbusto 1,40 m, capítulo creme. Campo de altitude."
8843,"arvoreta, 5 m, fruto vinoso. Campo limpo. Encosta de colina."
8844,"arbusto aromático, flor alva. Restinga arbustiva."
8845,"arbusto, 1,50 m, flor creme esverdeada. Beira de paredão encachoeirado."
8846,trepadeira lenhosa. Orla da mata de galeria.
8847,"árvore, 6 m, fruto imaturo. Floresta atlântica."
8848,"arbusto, 1 m, fruto imaturo. Campo arbustivo de altitude."
8849,"subarbusto, 50 cm, flor alva, anteras amarelas. Depressões da mata."
8850,"árvore, 6 m, flor lilás. Mata das margens de rio. Alt: 50-100 m."
8851,"subarbusto, 70 cm, flor vermelha. Orla da mata."
8852,"arbusto, 2 m, flor amarela. Na encosta do morro."
8853,"ereta, 60 cm, flores creme. Campo limpo, depressões úmidas."
8854,"das rochas junto a rio encachoeirado. Flor violeta, base alva."
8855,"zona de campo, orla de capão. Capítulos lilás."
8856,"arbusto, 2 m, flor alva. Capoeira, área de araucária."
8857,"ereta, capítulo amarelo. Dos afloramento de arenito."
8858,"subarbusto, 60 cm, capítulo lilás-pálido."
8859,"ereta, 80 cm, capítulo vinoso. Campo limpo úmido."
8860,"árvore, 5 m. Mata de galeria."
8861,"árvore, 5 m, flor avermelhada. Capão."
8862,"arbusto, 1 m, flor amarela. Campo graminoso."
8863,"sublenhosa, apoiante, capítulo amarelo. Orla do cerrado."
8864,"arbusto, 1,50 m, capítulo rosado."
8865,"apoiante, capítulo amarelo. Mata ciliar."
8866,campo.
9116,"arbusto, heliófito, ca. 1,4 m. Botões florais alvos. Comum."
8867,orla de capão - de 30 cm h. até 1 m. Frequente. PKDC - 21732
8868,erva de terreno baldio. JAN 17029.
8869,"em campo, frequente. PKDC 17955"
8870,"flor alva, do campo limpo. Herb. Hatschbach 6482"
8871,margem de estrada federal. IHN 5277. OBS: (ver data de coleta original na ficha).
8872,arbusto frequente. IDPN - 8679 (Ignorar o dia da coleta no programa. Considere mês e ano).
8873,cultivada. IHN 16754.
8874,subarbusto - beira de banhado - frequente. PKDC 16759
9117,"árvore ca. 10 m, com látex alvo. Botões florais verdes."
8875,"árvore, frequente. PKDC 18581."
8876,"em campo, freqüente"
8877,frequente. PKDC 23018.
8878,"invasora, ensaio Nelder de Imbuia. PKDC 20138."
8879,"ereta, 40 cm, capítulo creme. Campo recém queimado."
8880,"ereta, 1 m, capítulo creme-alvacento. Campo de altitude."
8881,"flor amarela, lígulas alvas. Campo de solo turfoso e úmido."
8882,"ereta, 1m, capítulo lilás. Capoeira."
8883,"ascendente, capítulo amarelo. Campo degradado."
8884,"arvoreta, 5 m, fruto amarelado. Floresta atlântica, junto a córrego."
8885,"flor alva. Orla da mata; freqüente. OBS: (Não há dia de coleta, conte só mês e ano)."
8886,"Hemiparasita, flor verde. Sobre Baccharis. Orla do capão."
9118,"arbusto ca. 1,70 m, semi-ciófilo. Flores em espigas verde-amareladas."
8887,"árvore, freqüente (Ignorar dia da coleta, só considere mês e ano)."
8888,sob mata; flores amarelas.
8889,"arbusto, 2 m, flor creme-esverdeada. Floresta atlântica."
8890,"arbusto, 1,50 m, flor alva. Orla do capão."
8891,hábito arbóreo. Habitat; Floresta Semidecídua. BHCB 24.691.
8892,"escandente, flor alva. Orla da mata pluvial."
8893,"árvore, 18-20 m, flor alvas."
9484,"trepadeira com gavinhas, heliófita. Flores amarelas. Muito visitada por insetos."
9485,"árvore cultivada, ca. 8 m, heliófita. Frutos imaturos verdes."
9486,"subarbusto ca. 1,5 m. Flores amarelas."
9487,"erva heliófita, rupestre, ca. 0,15 m. Material fértil de cor castanha."
9488,"subarbusto heliófito, ca. 0,20 m. Flores roxas."
20321,Floresta Ombrófila Densa. Estágio avançado. Arbórea.
19956,"arbusto, 2 m, anteras amarelas, flor alva. Campo graminoso."
9489,"arbusto ca. 0,30 m, heliófito. Flores violetas."
8894,arvoreta ca. 2.5 m. Botões florais alvos.
8895,"árvore heliófita, ca. 7 m. Flores alvas. Beira da trilha."
8896,"árvore heliófita, ca. 6 m. Frutos imaturos verdes e os maduros avermelhados. Sementes envolvidas por arilo vermelho."
8897,"trepadeira com gavinhas, heliófita. Flores de cálice verde e corola alva."
8898,"trepadeira com gavinhas, heliófita. Frutos imaturos verdes. Flores de cálice verde e corola violácea."
8899,"trepadeira com gavinhas, heliófita. Flores de cálice verde e corola laranja."
8900,"árvore ca. 5 m, heliófita. Botões alvo-esverdeados ao longo dos ramos."
8901,"subarbusto escandente, heliófito. Flores de cálice verde e corola amarela."
8902,"trepadeira volúvel, semi-ciófila. Flores de cálice verde e corola vermelha, de ápice amarelo."
8903,arvoreta ca. 7 m. Frutos maduros acastanhados. Em pré-floração.
8904,"arbusto ciófilo, ca. 1,5 m. Frutos espiciformes verdes."
8905,"árvore heliófita, ca. 5 m. Flores verdes."
8906,"árvore heliófita, ca. 7 m. Frutos imaturos verdes."
8907,"hemiparasita, heliófita. Frutos imaturos verdes e maduros alvo-esverdeados."
8908,"arbusto ca. 4 m, heliófito. Frutos maduros róseos."
8909,"trepadeira com gavinhas, heliófita, com látex alvo. Frutos imaturos verdes, alados. Flores de cálice verde e corola alva."
8910,"arvoreta ca. 4 m, heliófita. Botões florais verdes."
8911,arvoreta heliófita ca. 4 m. Flores esverdeadas.
8912,"subarbusto escandente, heliófito, armado com espinhos. Frutos imaturos verdes e maduros alaranjados."
8913,"subarbusto heliófito, ca. 1 m. Frutos alvos. Flores avermelhadas."
8914,"trepadeira com gavinhas, heliófita. Flores com cálice verde e corola rosa. Frequente."
8915,"trepadeira volúvel, heliófita. Flores esverdeadas."
8916,"trepadeira com gavinhas, heliófita. Flores com cálive verde e corola alva."
8917,"arbusto heliófito. Capítulos amarelados, odoríferos"
8918,"trepadeira volúvel, heliófita, com látex alvo, abundante. Frutos imaturos verdes."
8919,"arbusto escandente, ca. 3 m, heliófito. Flores de cálice verde e corola alva. Frutos imaturos verdes."
8920,"erva ereta, entouceirada, cultivada. Flores de cálice verde e corola vermelha."
8921,"subarbusto ciófilo, ca. 1m. Flores de cálice verde e de corola com base vermelha e ápice amarelo. Comum, próxima a cachoeira."
8922,"arbusto heliófito, ca. 0,70 m. Flores de cor creme. Frutos alvacentos."
8923,"trepadeira com gavinhas, heliófita. Flores de cálice verde e corola alva."
8924,"arbusto semi-ciófilo, ca. 2 m. Flores avermelhadas. Látex alvo, abundante. Cultivada."
8926,"erva heliófita, ereta, ca. 0,20 m. Flores amareladas. Depressão úmida."
8927,"erva heliófita, ca. 0,25 m, acaule. Flores roxas. Depressão úmida."
8928,"erva ca. 0,60 m, heliófita, entouceirada, palustre. Flores amarelas."
